batch_id,date,line,sku,color_family,wc_grade,container_type,product_line,complexity,run_hours,good_units,good_gallons,gallons_per_unit,yield_loss_frac,cfr_uh_batch,cfr_gal_hr,temperature_f,defect_flag
9666,2025-06-14,HM01,Duration-White-Gallon,White,6A,gallon,Duration,standard,2.902,52.46,52.464,1.0,0.0184,18.417,18.417,66.1,0
9667,2025-06-14,HM01,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.9595,30.36,30.364,1.0,0.0255,15.902,15.902,66.1,0
9668,2025-06-14,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.6083,68.6,17.15,0.25,0.044,27.51,6.877,66.1,0
9669,2025-06-14,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.2491,21.72,5.43,0.25,0.0268,17.869,4.467,66.1,0
9670,2025-06-14,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.7237,55.15,13.787,0.25,0.0002,20.252,5.063,66.1,0
9671,2025-06-14,HM12,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,2.4925,39.97,39.972,1.0,0.0434,16.764,16.764,66.1,0
9672,2025-06-14,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.6478,63.98,15.994,0.25,0.0443,25.282,6.32,66.1,0
9673,2025-06-14,HM13,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,4.8989,68.08,68.082,1.0,0.0162,14.126,14.126,66.1,0
9674,2025-06-14,HM14,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,0.9322,4.64,23.211,5.0,0.0167,5.064,25.321,66.1,0
9675,2025-06-14,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.964,26.53,26.532,1.0,0.0322,13.958,13.958,66.1,0
9676,2025-06-14,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,4.1162,83.01,20.753,0.25,0.0017,20.201,5.05,66.1,0
9677,2025-06-14,HM14,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,1.4555,7.23,36.142,5.0,0.0355,5.149,25.745,66.1,0
9678,2025-06-14,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.7768,55.36,13.84,0.25,0.0214,20.373,5.093,66.1,0
9679,2025-06-14,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,2.1528,40.23,10.057,0.25,0.0748,20.198,5.05,66.1,0
9680,2025-06-14,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,0.7255,12.39,12.389,1.0,0.0328,17.655,17.655,66.1,0
9681,2025-06-14,HM16,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,2.6697,39.45,39.448,1.0,0.0219,15.107,15.107,66.1,0
9682,2025-06-14,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,1.4827,29.39,7.348,0.25,0.0466,20.792,5.198,66.1,0
9683,2025-06-14,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.481,40.79,40.788,1.0,0.0555,17.406,17.406,66.1,0
9684,2025-06-14,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,3.841,78.15,19.537,0.25,0.0315,21.008,5.252,66.1,0
9685,2025-06-14,HM20,PrepRite-Black-Pail,Black,5A,pail_5gal,PrepRite,standard,2.325,12.1,60.518,5.0,0.0126,5.272,26.36,66.1,0
9686,2025-06-14,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.9481,35.3,8.824,0.25,0.0079,18.262,4.566,66.1,0
9687,2025-06-14,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.6375,24.14,24.138,1.0,0.0458,15.45,15.45,66.1,0
9688,2025-06-14,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.9672,30.23,30.229,1.0,0.0037,15.424,15.424,66.1,0
9689,2025-06-14,HM30,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,1.6864,34.08,8.52,0.25,0.0313,20.86,5.215,66.1,0
9690,2025-06-14,HM30,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,3.1622,71.95,17.988,0.25,0.0299,23.454,5.864,66.1,0
9691,2025-06-14,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.3086,23.09,23.087,1.0,0.015,17.912,17.912,66.1,0
9692,2025-06-14,HM36,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,2.4392,28.8,28.803,1.0,0.0384,12.28,12.28,66.1,0
9693,2025-06-14,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.3214,22.02,5.506,0.25,0.0366,17.3,4.325,66.1,0
9694,2025-06-14,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.6046,46.77,46.768,1.0,0.0453,18.808,18.808,66.1,0
9695,2025-06-14,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,1.965,25.81,25.81,1.0,0.0154,13.34,13.34,66.1,0
9696,2025-06-14,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,2.5624,11.46,57.297,5.0,0.0565,4.74,23.701,66.1,0
9697,2025-06-14,HM43,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,complex,3.4839,15.92,79.621,5.0,0.0469,4.796,23.979,66.1,0
9698,2025-06-14,HM43,Duration-Red-Quart,Red,7B,quart,Duration,complex,2.822,57.18,14.294,0.25,0.0502,21.33,5.333,66.1,0
9699,2025-06-14,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.2743,28.44,7.11,0.25,0.0043,22.415,5.604,66.1,0
9700,2025-06-14,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,5.3043,83.62,83.625,1.0,0.0429,16.473,16.473,66.1,0
9701,2025-06-14,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,2.8466,39.45,39.448,1.0,0.0288,14.269,14.269,66.1,0
9702,2025-06-14,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,4.5154,73.3,73.304,1.0,0.0157,16.494,16.494,66.1,0
9703,2025-06-14,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,2.2384,32.42,32.415,1.0,0.0287,14.91,14.91,66.1,0
9704,2025-06-14,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,2.5253,51.24,12.809,0.25,0.0362,21.051,5.263,66.1,0
9705,2025-06-14,HM50,ProMar200-Clear-Pail,Clear,8A,pail_5gal,ProMar200,standard,0.989,4.74,23.725,5.0,0.0327,4.96,24.8,66.1,0
9706,2025-06-14,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,3.4503,73.51,18.378,0.25,0.0272,21.901,5.475,66.1,0
9707,2025-06-14,HM50,ProMar200-Clear-Pail,Clear,8A,pail_5gal,ProMar200,standard,1.2075,5.16,25.775,5.0,0.0352,4.425,22.124,66.1,0
9708,2025-06-14,HM56,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.2383,46.35,11.587,0.25,0.0283,21.309,5.327,66.1,0
9709,2025-06-14,HM56,Duration-White-Quart,White,6A,quart,Duration,standard,3.9037,95.98,23.996,0.25,0.0521,25.94,6.485,66.1,0
9710,2025-06-14,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.0139,16.03,16.028,1.0,0.0365,16.408,16.408,66.1,0
9711,2025-06-15,HM01,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.9752,30.72,30.723,1.0,0.0137,15.77,15.77,78.4,0
9712,2025-06-15,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.6527,23.87,23.873,1.0,0.032,14.922,14.922,78.4,0
9713,2025-06-15,HM01,Duration-White-Gallon,White,6A,gallon,Duration,standard,3.0293,54.07,54.067,1.0,0.0469,18.726,18.726,78.4,0
9714,2025-06-15,HM01,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.9456,32.86,32.857,1.0,0.024,17.304,17.304,78.4,0
9715,2025-06-15,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.4126,69.43,17.357,0.25,0.0301,20.976,5.244,78.4,0
9716,2025-06-15,HM12,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,2.9717,40.79,40.79,1.0,0.0363,14.244,14.244,78.4,0
9717,2025-06-15,HM12,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,1.4596,6.75,33.731,5.0,0.038,4.805,24.023,78.4,0
9718,2025-06-15,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,1.3606,29.95,7.488,0.25,0.0299,22.692,5.673,78.4,0
9719,2025-06-15,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.4062,49.35,12.337,0.25,0.0432,21.433,5.358,78.4,0
9720,2025-06-15,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,3.5469,59.44,14.861,0.25,0.0327,17.326,4.332,78.4,0
9721,2025-06-15,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,4.2134,88.35,22.089,0.25,0.0528,22.14,5.535,78.4,0
9722,2025-06-15,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.5678,68.7,17.174,0.25,0.0422,20.101,5.025,78.4,0
9723,2025-06-15,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.0354,23.38,5.845,0.25,0.0272,23.214,5.803,78.4,0
9724,2025-06-15,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.5282,36.25,9.063,0.25,0.0481,24.921,6.23,78.4,0
9725,2025-06-15,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,7.9319,175.64,43.911,0.25,0.0413,23.098,5.775,78.4,0
9726,2025-06-15,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,3.1126,55.5,13.875,0.25,0.0439,18.65,4.663,78.4,0
9727,2025-06-15,HM14,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.8471,12.85,64.247,5.0,0.0463,4.732,23.661,78.4,0
9728,2025-06-15,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,6.1462,134.93,33.733,0.25,0.0258,22.536,5.634,78.4,0
9729,2025-06-15,HM16,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,1.1403,4.62,23.113,5.0,0.024,4.153,20.767,78.4,0
9730,2025-06-15,HM16,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,2.7967,40.05,40.051,1.0,0.0416,14.942,14.942,78.4,0
9731,2025-06-15,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,2.8979,65.85,16.463,0.25,0.0291,23.404,5.851,78.4,0
9732,2025-06-15,HM20,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.7106,34.08,34.085,1.0,0.021,20.352,20.352,78.4,0
9733,2025-06-15,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.4362,47.42,11.854,0.25,0.0376,20.224,5.056,78.4,0
9734,2025-06-15,HM25,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.8411,59.65,14.913,0.25,0.0351,21.761,5.44,78.4,0
9735,2025-06-15,HM25,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.7829,44.48,11.121,0.25,0.0262,25.62,6.405,78.4,0
9736,2025-06-15,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.2058,29.59,29.587,1.0,0.1495,15.771,15.771,78.4,1
9737,2025-06-15,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.2333,29.88,29.885,1.0,0.0526,14.124,14.124,78.4,0
9738,2025-06-15,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.9556,44.95,44.948,1.0,0.0245,15.59,15.59,78.4,0
9739,2025-06-15,HM30,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,1.2516,23.05,5.762,0.25,0.0485,19.353,4.838,78.4,0
9740,2025-06-15,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.7281,33.04,8.26,0.25,0.0008,19.136,4.784,78.4,0
9741,2025-06-15,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,4.0549,48.92,48.921,1.0,0.0154,12.254,12.254,78.4,0
9742,2025-06-15,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.3268,24.69,24.69,1.0,0.0398,19.381,19.381,78.4,0
9743,2025-06-15,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.0033,37.46,9.365,0.25,0.041,19.499,4.875,78.4,0
9744,2025-06-15,HM36,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.4872,23.44,23.438,1.0,0.0587,16.743,16.743,78.4,0
9745,2025-06-15,HM43,Emerald-Red-Quart,Red,7B,quart,Emerald,complex,1.4772,30.47,7.619,0.25,0.0354,21.386,5.346,78.4,0
9746,2025-06-15,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,6.8016,26.48,132.398,5.0,0.0523,4.108,20.539,78.4,0
9747,2025-06-15,HM43,Emerald-Red-Quart,Red,7B,quart,Emerald,complex,4.2821,77.44,19.361,0.25,0.0251,18.55,4.637,78.4,0
9748,2025-06-15,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,4.4132,19.32,96.598,5.0,0.0236,4.484,22.418,78.4,0
9749,2025-06-15,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,2.2178,29.28,29.278,1.0,0.031,13.624,13.624,78.4,0
9750,2025-06-15,HM47,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,1.1181,4.94,24.679,5.0,0.0282,4.542,22.711,78.4,0
9751,2025-06-15,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,1.8808,9.09,45.469,5.0,0.0093,4.88,24.402,78.4,0
9752,2025-06-15,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.7896,34.1,34.096,1.0,0.0326,19.695,19.695,78.4,0
9753,2025-06-15,HM47,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,1.6827,37.96,9.489,0.25,0.0325,23.315,5.829,78.4,0
9754,2025-06-15,HM47,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,2.4225,8.17,40.833,5.0,0.0356,3.496,17.478,78.4,0
9755,2025-06-15,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,4.3208,59.69,59.695,1.0,0.0033,13.862,13.862,78.4,0
9756,2025-06-15,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,2.9783,61.08,15.269,0.25,0.0387,21.333,5.333,78.4,0
9757,2025-06-15,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,1.4765,28.73,7.184,0.25,0.0386,20.243,5.061,78.4,0
9758,2025-06-15,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,4.7732,63.56,63.557,1.0,0.0215,13.608,13.608,78.4,0
9759,2025-06-15,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,2.332,62.44,15.611,0.25,0.0161,27.213,6.803,78.4,0
9760,2025-06-15,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.0378,34.2,34.2,1.0,0.0217,17.156,17.156,78.4,0
9761,2025-06-15,HM56,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.7882,27.28,27.284,1.0,0.0533,16.117,16.117,78.4,0
9762,2025-06-16,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.8558,39.39,9.848,0.25,0.0183,21.624,5.406,73.0,0
9763,2025-06-16,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.5235,31.65,7.914,0.25,0.0283,21.384,5.346,73.0,0
9764,2025-06-16,HM12,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.0632,9.49,47.444,5.0,0.0205,4.695,23.477,73.0,0
9765,2025-06-16,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,2.722,43.17,43.168,1.0,0.0258,16.279,16.279,73.0,0
9766,2025-06-16,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.2853,74.26,18.565,0.25,0.0311,23.328,5.832,73.0,0
9767,2025-06-16,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,1.1507,22.86,5.715,0.25,0.0058,19.983,4.996,73.0,0
9768,2025-06-16,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.4041,19.78,19.784,1.0,0.0222,14.409,14.409,73.0,0
9769,2025-06-16,HM14,Emerald-Blue/Green-Pail,Blue/Green,7A,pail_5gal,Emerald,complex,2.126,10.32,51.584,5.0,0.0283,4.994,24.97,73.0,0
9770,2025-06-16,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,5.0543,60.95,60.946,1.0,0.0365,12.516,12.516,73.0,0
9771,2025-06-16,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,3.2281,46.76,46.762,1.0,0.0286,14.912,14.912,73.0,0
9772,2025-06-16,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.7136,68.93,17.233,0.25,0.0422,26.522,6.63,73.0,0
9773,2025-06-16,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.614,27.88,27.876,1.0,0.0217,17.655,17.655,73.0,0
9774,2025-06-16,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,2.7576,37.52,37.523,1.0,0.1344,15.72,15.72,73.0,1
9775,2025-06-16,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.2823,43.74,43.738,1.0,0.0103,19.362,19.362,73.0,0
9776,2025-06-16,HM20,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.5926,7.17,35.847,5.0,0.0398,4.688,23.442,73.0,0
9777,2025-06-16,HM25,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.745,38.84,9.709,0.25,0.0147,22.588,5.647,73.0,0
9778,2025-06-16,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.5636,48.92,48.915,1.0,0.0226,19.522,19.522,73.0,0
9779,2025-06-16,HM25,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.2905,55.38,13.845,0.25,0.0365,25.094,6.274,73.0,0
9780,2025-06-16,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.6112,30.96,30.96,1.0,0.0145,19.498,19.498,73.0,0
9781,2025-06-16,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.3076,31.65,7.914,0.25,0.0568,25.664,6.416,73.0,0
9782,2025-06-16,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.6449,48.5,48.499,1.0,0.0401,19.102,19.102,73.0,0
9783,2025-06-16,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,2.6223,14.47,72.356,5.0,0.021,5.637,28.186,73.0,0
9784,2025-06-16,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.5286,65.38,16.345,0.25,0.0158,26.271,6.568,73.0,0
9785,2025-06-16,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,3.069,55.92,55.918,1.0,0.0456,19.092,19.092,73.0,0
9786,2025-06-16,HM36,ProMar200-White-Pail,White,6A,pail_5gal,ProMar200,standard,2.9832,14.01,70.043,5.0,0.052,4.954,24.768,73.0,0
9787,2025-06-16,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,3.2128,45.93,45.926,1.0,0.0268,14.688,14.688,73.0,0
9788,2025-06-16,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,5.4662,120.15,30.037,0.25,0.0196,22.419,5.605,73.0,0
9789,2025-06-16,HM43,Duration-Red-Quart,Red,7B,quart,Duration,complex,4.2396,81.52,20.38,0.25,0.0272,19.766,4.941,73.0,0
9790,2025-06-16,HM43,Duration-Red-Quart,Red,7B,quart,Duration,complex,2.0656,39.09,9.773,0.25,0.1796,23.069,5.767,73.0,1
9791,2025-06-16,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,5.7017,96.89,96.895,1.0,0.0245,17.421,17.421,73.0,0
9792,2025-06-16,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.6083,18.29,18.285,1.0,0.0653,12.164,12.164,73.0,0
9793,2025-06-16,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,5.541,99.79,99.785,1.0,0.0335,18.632,18.632,73.0,0
9794,2025-06-16,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,2.6724,43.61,43.606,1.0,0.0373,16.95,16.95,73.0,0
9795,2025-06-16,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,2.5439,14.89,74.443,5.0,0.0075,5.897,29.486,73.0,0
9796,2025-06-16,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,2.2029,39.07,39.068,1.0,0.0241,18.172,18.172,73.0,0
9797,2025-06-16,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,1.4104,28.19,7.047,0.25,0.0147,20.285,5.071,73.0,0
9798,2025-06-16,HM50,ProMar200-Clear-Pail,Clear,8A,pail_5gal,ProMar200,standard,1.9659,8.68,43.401,5.0,0.0135,4.476,22.38,73.0,0
9799,2025-06-16,HM56,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.7664,27.32,27.319,1.0,0.044,16.178,16.178,73.0,0
9800,2025-06-16,HM56,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.6332,37.51,9.377,0.25,0.128,26.335,6.584,73.0,1
9801,2025-06-16,HM56,ProMar200-White-Pail,White,6A,pail_5gal,ProMar200,standard,2.5419,13.67,68.344,5.0,0.0276,5.53,27.649,73.0,0
9802,2025-06-16,HM56,ProMar200-White-Pail,White,6A,pail_5gal,ProMar200,standard,3.4975,16.61,83.027,5.0,0.0161,4.825,24.127,73.0,0
9803,2025-06-16,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.1263,30.0,29.998,1.0,0.0452,14.776,14.776,73.0,0
9804,2025-06-17,HM01,Duration-White-Gallon,White,6A,gallon,Duration,standard,2.4388,40.12,40.116,1.0,0.0121,16.651,16.651,52.0,0
9805,2025-06-17,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.6248,25.07,25.066,1.0,0.0065,15.528,15.528,52.0,0
9806,2025-06-17,HM01,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.9237,34.69,34.69,1.0,0.0141,18.291,18.291,52.0,0
9807,2025-06-17,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.2027,49.94,12.484,0.25,0.0431,23.693,5.923,52.0,0
9808,2025-06-17,HM12,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.2588,10.11,50.572,5.0,0.0251,4.593,22.966,52.0,0
9809,2025-06-17,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.9549,24.18,24.18,1.0,0.0481,12.993,12.993,52.0,0
9810,2025-06-17,HM13,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,5.122,24.96,124.784,5.0,0.0193,4.969,24.843,52.0,0
9811,2025-06-17,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.9416,40.02,10.004,0.25,0.025,21.137,5.284,52.0,0
9812,2025-06-17,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.1744,41.34,10.335,0.25,0.0424,19.854,4.963,52.0,0
9813,2025-06-17,HM13,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,3.1036,63.96,15.989,0.25,0.0384,21.43,5.358,52.0,0
9814,2025-06-17,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.3556,43.53,10.882,0.25,0.0251,18.955,4.739,52.0,0
9815,2025-06-17,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,3.6943,78.81,19.702,0.25,0.0204,21.778,5.445,52.0,0
9816,2025-06-17,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.7363,31.01,7.751,0.25,0.0416,18.634,4.658,52.0,0
9817,2025-06-17,HM14,Emerald-Blue/Green-Pail,Blue/Green,7A,pail_5gal,Emerald,complex,1.4447,6.23,31.141,5.0,0.0259,4.426,22.128,52.0,0
9818,2025-06-17,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.0503,16.93,16.926,1.0,0.0395,16.78,16.78,52.0,0
9819,2025-06-17,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,2.296,44.71,11.176,0.25,0.0294,20.06,5.015,52.0,0
9820,2025-06-17,HM16,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.3483,20.87,20.867,1.0,0.0072,15.589,15.589,52.0,0
9821,2025-06-17,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,4.2801,61.69,61.69,1.0,0.0328,14.902,14.902,52.0,0
9822,2025-06-17,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,2.4098,36.12,36.118,1.0,0.049,15.761,15.761,52.0,0
9823,2025-06-17,HM20,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,0.9541,3.83,19.168,5.0,0.0423,4.195,20.977,52.0,0
9824,2025-06-17,HM20,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.1322,6.57,32.869,5.0,0.0172,5.908,29.538,52.0,0
9825,2025-06-17,HM20,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,0.7621,13.35,13.347,1.0,0.0193,17.858,17.858,52.0,0
9826,2025-06-17,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,7.0374,118.74,118.738,1.0,0.0468,17.7,17.7,52.0,0
9827,2025-06-17,HM25,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.9121,69.44,17.36,0.25,0.0385,24.799,6.2,52.0,0
9828,2025-06-17,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,0.7706,14.51,14.513,1.0,0.022,19.257,19.257,52.0,0
9829,2025-06-17,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.557,37.82,37.821,1.0,0.0447,15.483,15.483,52.0,0
9830,2025-06-17,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.1096,26.92,26.922,1.0,0.0282,13.132,13.132,52.0,0
9831,2025-06-17,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.0471,21.52,21.52,1.0,0.0173,20.913,20.913,52.0,0
