date,line,hours_down,code
2025-08-24,HM25,0.641,ELEC
2025-08-24,HM30,0.97,PLANNED_PM
2025-08-24,HM36,0.884,MATERIAL
2025-08-24,HM43,1.111,PLANNED_PM
2025-08-24,HM47,0.188,OPERATOR
2025-08-24,HM50,1.339,MATERIAL
2025-08-24,HM56,0.793,MECH
2025-08-25,HM01,0.558,MECH
2025-08-25,HM12,1.042,MATERIAL
2025-08-25,HM13,0.708,MECH
2025-08-25,HM14,1.301,ELEC
2025-08-25,HM16,0.861,ELEC
2025-08-25,HM20,1.089,PLANNED_PM
2025-08-25,HM25,0.986,MECH
2025-08-25,HM30,0.722,MECH
2025-08-25,HM36,0.407,ELEC
2025-08-25,HM43,0.684,MECH
2025-08-25,HM47,0.938,MECH
2025-08-25,HM50,1.484,ELEC
2025-08-25,HM56,0.905,PLANNED_PM
2025-08-26,HM01,0.466,MATERIAL
2025-08-26,HM12,0.788,OPERATOR
2025-08-26,HM13,1.978,OPERATOR
2025-08-26,HM14,1.029,MECH
2025-08-26,HM16,1.771,MECH
2025-08-26,HM20,1.146,PLANNED_PM
2025-08-26,HM25,1.686,MECH
2025-08-26,HM30,1.85,MATERIAL
2025-08-26,HM36,0.663,MATERIAL
2025-08-26,HM43,1.141,MATERIAL
2025-08-26,HM47,0.355,ELEC
2025-08-26,HM50,1.827,MECH
2025-08-26,HM56,0.439,OPERATOR
2025-08-27,HM01,0.964,MECH
2025-08-27,HM12,0.778,OPERATOR
2025-08-27,HM13,0.845,MECH
2025-08-27,HM14,1.049,MECH
2025-08-27,HM16,1.012,ELEC
2025-08-27,HM20,1.516,ELEC
2025-08-27,HM25,0.784,PLANNED_PM
2025-08-27,HM30,0.8,PLANNED_PM
2025-08-27,HM36,0.549,MECH
2025-08-27,HM43,0.994,ELEC
2025-08-27,HM47,1.62,MECH
2025-08-27,HM50,0.509,MATERIAL
2025-08-27,HM56,1.34,OPERATOR
2025-08-28,HM01,1.349,ELEC
2025-08-28,HM12,1.52,MATERIAL
2025-08-28,HM13,0.695,PLANNED_PM
2025-08-28,HM14,0.467,PLANNED_PM
2025-08-28,HM16,0.934,MATERIAL
2025-08-28,HM20,0.717,MATERIAL
2025-08-28,HM25,0.985,PLANNED_PM
2025-08-28,HM30,1.694,OPERATOR
2025-08-28,HM36,0.665,MATERIAL
2025-08-28,HM43,1.334,MECH
2025-08-28,HM47,0.339,MATERIAL
2025-08-28,HM50,0.902,MECH
2025-08-28,HM56,0.864,ELEC
2025-08-29,HM01,0.458,MATERIAL
2025-08-29,HM12,0.845,ELEC
2025-08-29,HM13,0.526,MECH
2025-08-29,HM14,0.624,MATERIAL
2025-08-29,HM16,0.761,PLANNED_PM
2025-08-29,HM20,0.633,MATERIAL
2025-08-29,HM25,0.841,MATERIAL
2025-08-29,HM30,0.728,MATERIAL
2025-08-29,HM36,0.619,MECH
2025-08-29,HM43,2.133,OPERATOR
2025-08-29,HM47,0.942,PLANNED_PM
2025-08-29,HM50,1.501,ELEC
2025-08-29,HM56,1.025,OPERATOR
2025-08-30,HM01,0.864,ELEC
2025-08-30,HM12,1.183,MECH
2025-08-30,HM13,1.033,PLANNED_PM
2025-08-30,HM14,1.112,MECH
2025-08-30,HM16,1.157,OPERATOR
2025-08-30,HM20,0.354,ELEC
2025-08-30,HM25,0.857,OPERATOR
2025-08-30,HM30,1.032,OPERATOR
2025-08-30,HM36,0.796,ELEC
2025-08-30,HM43,0.777,MATERIAL
2025-08-30,HM47,2.202,MATERIAL
2025-08-30,HM50,0.803,OPERATOR
2025-08-30,HM56,1.313,MECH
2025-08-31,HM01,1.478,OPERATOR
2025-08-31,HM12,2.648,PLANNED_PM
2025-08-31,HM13,0.865,ELEC
2025-08-31,HM14,0.728,ELEC
2025-08-31,HM16,0.701,OPERATOR
2025-08-31,HM20,0.625,MATERIAL
2025-08-31,HM25,0.737,PLANNED_PM
2025-08-31,HM30,0.785,OPERATOR
2025-08-31,HM36,0.345,ELEC
2025-08-31,HM43,1.084,ELEC
2025-08-31,HM47,1.629,OPERATOR
2025-08-31,HM50,0.469,PLANNED_PM
2025-08-31,HM56,0.431,MECH
2025-09-01,HM01,0.658,OPERATOR
2025-09-01,HM12,0.489,ELEC
2025-09-01,HM13,1.567,PLANNED_PM
2025-09-01,HM14,1.605,PLANNED_PM
2025-09-01,HM16,0.303,OPERATOR
2025-09-01,HM20,0.798,MECH
2025-09-01,HM25,0.317,PLANNED_PM
2025-09-01,HM30,2.024,PLANNED_PM
2025-09-01,HM36,1.105,MECH
2025-09-01,HM43,0.437,MECH
2025-09-01,HM47,0.476,PLANNED_PM
2025-09-01,HM50,0.996,MECH
2025-09-01,HM56,0.438,MECH
2025-09-02,HM01,0.227,PLANNED_PM
2025-09-02,HM12,0.649,MATERIAL
2025-09-02,HM13,0.648,ELEC
2025-09-02,HM14,1.509,PLANNED_PM
2025-09-02,HM16,1.131,OPERATOR
2025-09-02,HM20,0.496,MATERIAL
2025-09-02,HM25,0.869,MATERIAL
2025-09-02,HM30,0.812,ELEC
2025-09-02,HM36,0.524,MECH
2025-09-02,HM43,1.852,OPERATOR
2025-09-02,HM47,0.961,PLANNED_PM
2025-09-02,HM50,4.012,OPERATOR
2025-09-02,HM56,0.922,MATERIAL
2025-09-03,HM01,1.239,ELEC
2025-09-03,HM12,0.409,MECH
2025-09-03,HM13,0.638,ELEC
2025-09-03,HM14,0.917,OPERATOR
2025-09-03,HM16,0.656,ELEC
2025-09-03,HM20,0.683,MECH
2025-09-03,HM25,0.664,MECH
2025-09-03,HM30,0.795,ELEC
2025-09-03,HM36,1.723,MECH
2025-09-03,HM43,1.163,OPERATOR
2025-09-03,HM47,1.136,OPERATOR
2025-09-03,HM50,0.982,MECH
2025-09-03,HM56,0.933,MECH
2025-09-04,HM01,0.608,MECH
2025-09-04,HM12,0.441,OPERATOR
2025-09-04,HM13,0.746,ELEC
2025-09-04,HM14,2.545,OPERATOR
2025-09-04,HM16,0.559,MATERIAL
2025-09-04,HM20,1.479,PLANNED_PM
2025-09-04,HM25,2.195,ELEC
2025-09-04,HM30,0.563,ELEC
2025-09-04,HM36,0.397,MATERIAL
2025-09-04,HM43,0.806,MECH
2025-09-04,HM47,0.477,OPERATOR
2025-09-04,HM50,0.843,MECH
2025-09-04,HM56,0.492,OPERATOR
2025-09-05,HM01,0.746,PLANNED_PM
2025-09-05,HM12,6.14,OPERATOR
2025-09-05,HM13,2.85,MECH
2025-09-05,HM14,1.411,ELEC
2025-09-05,HM16,0.507,ELEC
2025-09-05,HM20,0.565,OPERATOR
2025-09-05,HM25,0.267,PLANNED_PM
2025-09-05,HM30,0.832,MECH
2025-09-05,HM36,0.997,MATERIAL
2025-09-05,HM43,0.811,PLANNED_PM
2025-09-05,HM47,0.643,MATERIAL
2025-09-05,HM50,0.769,OPERATOR
2025-09-05,HM56,0.528,OPERATOR
2025-09-06,HM01,0.257,PLANNED_PM
2025-09-06,HM12,0.711,MECH
2025-09-06,HM13,1.399,MATERIAL
2025-09-06,HM14,0.761,MATERIAL
2025-09-06,HM16,1.46,MECH
2025-09-06,HM20,0.498,OPERATOR
2025-09-06,HM25,0.676,OPERATOR
2025-09-06,HM30,1.249,PLANNED_PM
2025-09-06,HM36,0.619,ELEC
2025-09-06,HM43,0.69,PLANNED_PM
2025-09-06,HM47,2.637,MATERIAL
2025-09-06,HM50,0.996,OPERATOR
2025-09-06,HM56,0.676,ELEC
2025-09-07,HM01,0.154,MECH
2025-09-07,HM12,1.153,MECH
2025-09-07,HM13,1.424,ELEC
2025-09-07,HM14,1.932,MECH
2025-09-07,HM16,0.541,OPERATOR
2025-09-07,HM20,2.172,PLANNED_PM
2025-09-07,HM25,1.75,MECH
2025-09-07,HM30,0.294,OPERATOR
2025-09-07,HM36,2.672,MECH
2025-09-07,HM43,1.812,MECH
2025-09-07,HM47,0.696,PLANNED_PM
2025-09-07,HM50,0.869,PLANNED_PM
2025-09-07,HM56,2.047,OPERATOR
2025-09-08,HM01,6.305,OPERATOR
2025-09-08,HM12,0.513,MECH
2025-09-08,HM13,1.673,OPERATOR
2025-09-08,HM14,0.794,ELEC
2025-09-08,HM16,1.419,MATERIAL
2025-09-08,HM20,1.367,ELEC
2025-09-08,HM25,1.081,ELEC
2025-09-08,HM30,0.343,PLANNED_PM
2025-09-08,HM36,0.326,PLANNED_PM
2025-09-08,HM43,1.988,PLANNED_PM
2025-09-08,HM47,0.755,MECH
2025-09-08,HM50,0.309,PLANNED_PM
2025-09-08,HM56,0.543,PLANNED_PM
2025-09-09,HM01,0.619,PLANNED_PM
2025-09-09,HM12,0.773,MECH
2025-09-09,HM13,0.659,MECH
2025-09-09,HM14,0.492,PLANNED_PM
2025-09-09,HM16,1.138,MATERIAL
2025-09-09,HM20,0.902,MECH
2025-09-09,HM25,0.183,MECH
2025-09-09,HM30,0.51,MATERIAL
2025-09-09,HM36,2.713,PLANNED_PM
2025-09-09,HM43,1.39,ELEC
2025-09-09,HM47,0.705,PLANNED_PM
2025-09-09,HM50,7.155,MATERIAL
2025-09-09,HM56,1.125,PLANNED_PM
2025-09-10,HM01,0.715,MATERIAL
2025-09-10,HM12,0.387,MATERIAL
2025-09-10,HM13,1.878,MECH
2025-09-10,HM14,1.406,MATERIAL
2025-09-10,HM16,4.42,MECH
2025-09-10,HM20,0.492,MECH
2025-09-10,HM25,0.76,OPERATOR
2025-09-10,HM30,0.857,PLANNED_PM
2025-09-10,HM36,7.045,MECH
2025-09-10,HM43,1.505,OPERATOR
2025-09-10,HM47,0.486,OPERATOR
2025-09-10,HM50,2.672,OPERATOR
2025-09-10,HM56,0.79,MECH
2025-09-11,HM01,0.346,PLANNED_PM
2025-09-11,HM12,2.345,PLANNED_PM
2025-09-11,HM13,1.063,PLANNED_PM
2025-09-11,HM14,1.38,PLANNED_PM
2025-09-11,HM16,0.865,PLANNED_PM
2025-09-11,HM20,0.474,OPERATOR
2025-09-11,HM25,5.436,MECH
2025-09-11,HM30,4.818,MATERIAL
2025-09-11,HM36,1.575,MECH
2025-09-11,HM43,0.719,PLANNED_PM
2025-09-11,HM47,0.483,MECH
2025-09-11,HM50,1.075,MECH
2025-09-11,HM56,0.696,PLANNED_PM
2025-09-12,HM01,1.395,MATERIAL
2025-09-12,HM12,1.344,ELEC
2025-09-12,HM13,0.205,MATERIAL
2025-09-12,HM14,0.594,ELEC
2025-09-12,HM16,3.746,PLANNED_PM
2025-09-12,HM20,6.448,ELEC
2025-09-12,HM25,0.534,OPERATOR
2025-09-12,HM30,1.14,MECH
2025-09-12,HM36,0.332,MECH
2025-09-12,HM43,1.04,PLANNED_PM
2025-09-12,HM47,0.708,PLANNED_PM
2025-09-12,HM50,1.577,MATERIAL
2025-09-12,HM56,4.303,MECH
2025-09-13,HM01,0.649,MATERIAL
2025-09-13,HM12,1.256,ELEC
2025-09-13,HM13,0.766,MATERIAL
2025-09-13,HM14,0.455,PLANNED_PM
2025-09-13,HM16,0.737,OPERATOR
2025-09-13,HM20,2.645,PLANNED_PM
2025-09-13,HM25,2.039,MATERIAL
2025-09-13,HM30,0.764,PLANNED_PM
2025-09-13,HM36,0.432,OPERATOR
2025-09-13,HM43,4.838,OPERATOR
2025-09-13,HM47,0.413,MATERIAL
2025-09-13,HM50,5.229,OPERATOR
2025-09-13,HM56,0.502,PLANNED_PM
2025-09-14,HM01,4.778,MECH
2025-09-14,HM12,1.412,OPERATOR
2025-09-14,HM13,1.059,ELEC
2025-09-14,HM14,0.987,OPERATOR
2025-09-14,HM16,0.489,PLANNED_PM
2025-09-14,HM20,0.969,OPERATOR
2025-09-14,HM25,0.781,OPERATOR
2025-09-14,HM30,0.651,OPERATOR
2025-09-14,HM36,1.138,ELEC
2025-09-14,HM43,1.039,MECH
2025-09-14,HM47,0.83,MECH
2025-09-14,HM50,1.653,ELEC
2025-09-14,HM56,0.236,MECH
2025-09-15,HM01,1.069,ELEC
2025-09-15,HM12,0.675,PLANNED_PM
2025-09-15,HM13,0.605,OPERATOR
2025-09-15,HM14,0.812,MECH
2025-09-15,HM16,0.742,OPERATOR
2025-09-15,HM20,2.076,OPERATOR
2025-09-15,HM25,0.434,MECH
2025-09-15,HM30,3.444,MECH
2025-09-15,HM36,0.934,ELEC
2025-09-15,HM43,1.527,MATERIAL
2025-09-15,HM47,0.667,PLANNED_PM
2025-09-15,HM50,0.871,OPERATOR
2025-09-15,HM56,0.856,MATERIAL
2025-09-16,HM01,0.687,OPERATOR
2025-09-16,HM12,1.931,PLANNED_PM
2025-09-16,HM13,1.652,MECH
2025-09-16,HM14,5.341,PLANNED_PM
2025-09-16,HM16,1.945,PLANNED_PM
2025-09-16,HM20,1.269,MATERIAL
2025-09-16,HM25,0.864,ELEC
2025-09-16,HM30,0.486,PLANNED_PM
2025-09-16,HM36,0.898,MATERIAL
2025-09-16,HM43,0.457,MECH
2025-09-16,HM47,1.404,ELEC
2025-09-16,HM50,0.727,MATERIAL
2025-09-16,HM56,1.165,MECH
2025-09-17,HM01,0.645,PLANNED_PM
2025-09-17,HM12,0.773,ELEC
2025-09-17,HM13,1.236,PLANNED_PM
2025-09-17,HM14,1.179,OPERATOR
2025-09-17,HM16,1.682,OPERATOR
2025-09-17,HM20,1.64,MECH
2025-09-17,HM25,1.133,ELEC
2025-09-17,HM30,1.001,MECH
2025-09-17,HM36,0.484,MATERIAL
2025-09-17,HM43,0.56,MATERIAL
2025-09-17,HM47,1.017,MECH
2025-09-17,HM50,0.567,ELEC
2025-09-17,HM56,0.776,MECH
2025-09-18,HM01,1.322,OPERATOR
2025-09-18,HM12,3.645,PLANNED_PM
2025-09-18,HM13,1.618,OPERATOR
2025-09-18,HM14,0.536,OPERATOR
2025-09-18,HM16,1.011,PLANNED_PM
2025-09-18,HM20,3.207,ELEC
2025-09-18,HM25,0.284,OPERATOR
2025-09-18,HM30,0.238,MECH
2025-09-18,HM36,0.681,MATERIAL
2025-09-18,HM43,1.394,ELEC
2025-09-18,HM47,2.401,ELEC
2025-09-18,HM50,0.728,OPERATOR
2025-09-18,HM56,0.702,PLANNED_PM
2025-09-19,HM01,1.857,MECH
2025-09-19,HM12,0.775,MATERIAL
2025-09-19,HM13,1.673,MATERIAL
2025-09-19,HM14,0.586,OPERATOR
2025-09-19,HM16,0.446,MECH
2025-09-19,HM20,1.357,PLANNED_PM
2025-09-19,HM25,0.78,PLANNED_PM
2025-09-19,HM30,0.88,MECH
2025-09-19,HM36,1.765,ELEC
2025-09-19,HM43,0.958,ELEC
2025-09-19,HM47,1.476,MATERIAL
2025-09-19,HM50,1.197,OPERATOR
2025-09-19,HM56,0.242,OPERATOR
2025-09-20,HM01,0.679,MATERIAL
2025-09-20,HM12,3.281,OPERATOR
2025-09-20,HM13,0.404,PLANNED_PM
2025-09-20,HM14,1.076,MATERIAL
2025-09-20,HM16,4.363,MECH
2025-09-20,HM20,0.495,OPERATOR
2025-09-20,HM25,0.86,MECH
2025-09-20,HM30,0.598,MECH
2025-09-20,HM36,0.894,ELEC
2025-09-20,HM43,0.364,PLANNED_PM
2025-09-20,HM47,1.503,PLANNED_PM
2025-09-20,HM50,0.854,MATERIAL
2025-09-20,HM56,1.408,ELEC
2025-09-21,HM01,0.355,MATERIAL
2025-09-21,HM12,5.778,MECH
2025-09-21,HM13,3.598,OPERATOR
2025-09-21,HM14,0.394,MECH
2025-09-21,HM16,1.346,MATERIAL
2025-09-21,HM20,0.398,ELEC
2025-09-21,HM25,1.417,MECH
2025-09-21,HM30,0.731,PLANNED_PM
2025-09-21,HM36,2.485,OPERATOR
2025-09-21,HM43,1.795,OPERATOR
2025-09-21,HM47,0.56,ELEC
2025-09-21,HM50,0.491,PLANNED_PM
2025-09-21,HM56,0.634,MATERIAL
2025-09-22,HM01,0.598,OPERATOR
2025-09-22,HM12,1.78,MECH
2025-09-22,HM13,1.106,MATERIAL
2025-09-22,HM14,3.81,MECH
2025-09-22,HM16,0.361,MATERIAL
2025-09-22,HM20,0.828,ELEC
2025-09-22,HM25,0.764,MATERIAL
2025-09-22,HM30,0.384,MATERIAL
2025-09-22,HM36,0.239,ELEC
2025-09-22,HM43,6.643,MATERIAL
2025-09-22,HM47,0.668,MECH
2025-09-22,HM50,4.439,MECH
2025-09-22,HM56,0.731,OPERATOR
2025-09-23,HM01,0.649,MECH
2025-09-23,HM12,0.837,PLANNED_PM
2025-09-23,HM13,0.859,ELEC
2025-09-23,HM14,1.414,PLANNED_PM
2025-09-23,HM16,2.026,MECH
2025-09-23,HM20,0.578,PLANNED_PM
2025-09-23,HM25,0.487,MATERIAL
2025-09-23,HM30,1.047,MATERIAL
2025-09-23,HM36,1.498,MATERIAL
2025-09-23,HM43,1.438,MECH
2025-09-23,HM47,0.338,MATERIAL
2025-09-23,HM50,0.723,OPERATOR
2025-09-23,HM56,0.852,PLANNED_PM
2025-09-24,HM01,5.824,OPERATOR
2025-09-24,HM12,0.95,ELEC
2025-09-24,HM13,0.262,MECH
2025-09-24,HM14,0.467,PLANNED_PM
2025-09-24,HM16,0.614,MECH
2025-09-24,HM20,0.981,OPERATOR
2025-09-24,HM25,2.314,ELEC
2025-09-24,HM30,0.716,OPERATOR
2025-09-24,HM36,0.832,OPERATOR
2025-09-24,HM43,0.848,OPERATOR
2025-09-24,HM47,6.541,MATERIAL
2025-09-24,HM50,0.524,ELEC
2025-09-24,HM56,0.535,MECH
2025-09-25,HM01,2.144,PLANNED_PM
2025-09-25,HM12,1.276,PLANNED_PM
2025-09-25,HM13,1.448,PLANNED_PM
2025-09-25,HM14,0.819,PLANNED_PM
2025-09-25,HM16,2.376,OPERATOR
2025-09-25,HM20,0.319,MECH
2025-09-25,HM25,1.521,MATERIAL
2025-09-25,HM30,1.293,MECH
2025-09-25,HM36,0.375,MATERIAL
2025-09-25,HM43,2.821,MATERIAL
2025-09-25,HM47,0.466,PLANNED_PM
2025-09-25,HM50,0.643,PLANNED_PM
2025-09-25,HM56,0.676,PLANNED_PM
2025-09-26,HM01,0.472,ELEC
2025-09-26,HM12,0.479,MATERIAL
2025-09-26,HM13,0.301,PLANNED_PM
2025-09-26,HM14,4.182,OPERATOR
2025-09-26,HM16,1.241,OPERATOR
2025-09-26,HM20,1.103,ELEC
2025-09-26,HM25,1.109,MATERIAL
2025-09-26,HM30,1.186,PLANNED_PM
2025-09-26,HM36,0.431,ELEC
2025-09-26,HM43,0.731,ELEC
2025-09-26,HM47,0.387,ELEC
2025-09-26,HM50,1.25,MECH
2025-09-26,HM56,0.74,MATERIAL
2025-09-27,HM01,1.284,PLANNED_PM
2025-09-27,HM12,0.756,ELEC
2025-09-27,HM13,1.465,OPERATOR
2025-09-27,HM14,0.28,ELEC
2025-09-27,HM16,0.835,PLANNED_PM
2025-09-27,HM20,0.551,MATERIAL
2025-09-27,HM25,0.996,PLANNED_PM
2025-09-27,HM30,0.826,MATERIAL
2025-09-27,HM36,2.221,ELEC
2025-09-27,HM43,0.541,MECH
2025-09-27,HM47,1.339,MECH
2025-09-27,HM50,2.008,MECH
2025-09-27,HM56,3.775,ELEC
2025-09-28,HM01,1.24,MECH
2025-09-28,HM12,0.839,ELEC
2025-09-28,HM13,1.337,PLANNED_PM
2025-09-28,HM14,0.907,MATERIAL
2025-09-28,HM16,0.636,MATERIAL
2025-09-28,HM20,4.067,OPERATOR
2025-09-28,HM25,1.04,PLANNED_PM
2025-09-28,HM30,0.619,PLANNED_PM
2025-09-28,HM36,0.839,PLANNED_PM
2025-09-28,HM43,1.169,PLANNED_PM
2025-09-28,HM47,0.605,OPERATOR
2025-09-28,HM50,0.504,ELEC
2025-09-28,HM56,0.634,MATERIAL
2025-09-29,HM01,1.022,OPERATOR
2025-09-29,HM12,0.825,MATERIAL
2025-09-29,HM13,1.163,MECH
2025-09-29,HM14,0.608,MATERIAL
2025-09-29,HM16,1.133,MATERIAL
2025-09-29,HM20,1.096,PLANNED_PM
2025-09-29,HM25,0.386,ELEC
2025-09-29,HM30,0.449,MECH
2025-09-29,HM36,0.811,PLANNED_PM
2025-09-29,HM43,0.314,ELEC
2025-09-29,HM47,0.887,MATERIAL
2025-09-29,HM50,0.535,MECH
2025-09-29,HM56,0.518,MATERIAL
2025-09-30,HM01,1.516,MECH
2025-09-30,HM12,0.68,PLANNED_PM
2025-09-30,HM13,0.791,MATERIAL
2025-09-30,HM14,2.509,ELEC
2025-09-30,HM16,1.179,ELEC
2025-09-30,HM20,0.461,MATERIAL
2025-09-30,HM25,1.081,ELEC
2025-09-30,HM30,1.884,MATERIAL
2025-09-30,HM36,0.83,MECH
2025-09-30,HM43,1.024,PLANNED_PM
2025-09-30,HM47,0.563,OPERATOR
2025-09-30,HM50,0.607,MECH
2025-09-30,HM56,0.623,MECH
2025-10-01,HM01,0.55,OPERATOR
2025-10-01,HM12,0.944,ELEC
2025-10-01,HM13,1.478,OPERATOR
2025-10-01,HM14,0.737,MECH
2025-10-01,HM16,0.565,PLANNED_PM
2025-10-01,HM20,0.494,MECH
2025-10-01,HM25,1.634,ELEC
2025-10-01,HM30,1.321,ELEC
2025-10-01,HM36,0.915,OPERATOR
2025-10-01,HM43,0.916,MECH
2025-10-01,HM47,0.396,MECH
2025-10-01,HM50,0.448,PLANNED_PM
2025-10-01,HM56,6.755,MATERIAL
2025-10-02,HM01,2.165,MECH
2025-10-02,HM12,0.765,OPERATOR
2025-10-02,HM13,0.83,PLANNED_PM
2025-10-02,HM14,0.889,PLANNED_PM
2025-10-02,HM16,1.889,MECH
2025-10-02,HM20,0.428,ELEC
2025-10-02,HM25,0.988,MATERIAL
2025-10-02,HM30,0.605,OPERATOR
2025-10-02,HM36,0.784,MATERIAL
2025-10-02,HM43,2.803,ELEC
2025-10-02,HM47,0.564,MECH
2025-10-02,HM50,0.681,MECH
2025-10-02,HM56,0.476,MATERIAL
2025-10-03,HM01,1.165,MECH
2025-10-03,HM12,1.336,ELEC
2025-10-03,HM13,2.138,ELEC
2025-10-03,HM14,0.661,MATERIAL
2025-10-03,HM16,0.413,PLANNED_PM
2025-10-03,HM20,0.633,OPERATOR
2025-10-03,HM25,1.1,ELEC
2025-10-03,HM30,0.839,ELEC
2025-10-03,HM36,0.831,OPERATOR
2025-10-03,HM43,1.742,ELEC
2025-10-03,HM47,1.43,OPERATOR
2025-10-03,HM50,0.573,MATERIAL
2025-10-03,HM56,0.99,ELEC
2025-10-04,HM01,0.728,OPERATOR
2025-10-04,HM12,0.54,MATERIAL
2025-10-04,HM13,1.048,OPERATOR
2025-10-04,HM14,1.511,MATERIAL
2025-10-04,HM16,6.299,MECH
2025-10-04,HM20,0.922,OPERATOR
2025-10-04,HM25,0.375,MECH
2025-10-04,HM30,0.587,MECH
2025-10-04,HM36,0.591,MATERIAL
2025-10-04,HM43,0.813,MECH
2025-10-04,HM47,1.281,OPERATOR
2025-10-04,HM50,0.415,MATERIAL
2025-10-04,HM56,0.645,MATERIAL
2025-10-05,HM01,0.508,OPERATOR
2025-10-05,HM12,1.24,ELEC
2025-10-05,HM13,0.911,MECH
2025-10-05,HM14,1.036,OPERATOR
2025-10-05,HM16,0.747,MECH
2025-10-05,HM20,0.362,OPERATOR
2025-10-05,HM25,0.413,PLANNED_PM
2025-10-05,HM30,7.085,MECH
2025-10-05,HM36,1.113,OPERATOR
2025-10-05,HM43,1.03,MATERIAL
2025-10-05,HM47,0.565,MECH
2025-10-05,HM50,1.144,OPERATOR
2025-10-05,HM56,0.972,ELEC
2025-10-06,HM01,0.566,ELEC
2025-10-06,HM12,5.915,MATERIAL
2025-10-06,HM13,1.486,MECH
2025-10-06,HM14,1.089,MATERIAL
2025-10-06,HM16,0.635,MATERIAL
2025-10-06,HM20,1.335,OPERATOR
2025-10-06,HM25,1.1,MATERIAL
2025-10-06,HM30,5.003,ELEC
2025-10-06,HM36,0.61,PLANNED_PM
2025-10-06,HM43,0.795,PLANNED_PM
2025-10-06,HM47,1.03,PLANNED_PM
2025-10-06,HM50,1.028,PLANNED_PM
2025-10-06,HM56,0.255,MATERIAL
2025-10-07,HM01,0.402,MECH
2025-10-07,HM12,1.001,PLANNED_PM
2025-10-07,HM13,4.467,ELEC
2025-10-07,HM14,0.941,ELEC
2025-10-07,HM16,1.205,OPERATOR
2025-10-07,HM20,6.089,PLANNED_PM
2025-10-07,HM25,0.588,MECH
2025-10-07,HM30,0.248,ELEC
2025-10-07,HM36,1.192,OPERATOR
2025-10-07,HM43,0.632,MECH
2025-10-07,HM47,1.019,PLANNED_PM
2025-10-07,HM50,0.642,MATERIAL
2025-10-07,HM56,1.585,OPERATOR
2025-10-08,HM01,0.576,MATERIAL
2025-10-08,HM12,0.867,ELEC
2025-10-08,HM13,1.334,ELEC
2025-10-08,HM14,1.859,MATERIAL
2025-10-08,HM16,0.401,OPERATOR
2025-10-08,HM20,1.467,ELEC
2025-10-08,HM25,1.359,ELEC
2025-10-08,HM30,1.36,MECH
2025-10-08,HM36,0.318,PLANNED_PM
2025-10-08,HM43,1.139,MECH
2025-10-08,HM47,1.03,MATERIAL
2025-10-08,HM50,0.867,MATERIAL
2025-10-08,HM56,0.974,PLANNED_PM
2025-10-09,HM01,0.526,MATERIAL
2025-10-09,HM12,0.876,OPERATOR
2025-10-09,HM13,1.92,PLANNED_PM
2025-10-09,HM14,0.496,MECH
2025-10-09,HM16,0.479,ELEC
2025-10-09,HM20,1.225,PLANNED_PM
2025-10-09,HM25,0.927,MECH
2025-10-09,HM30,5.783,MATERIAL
2025-10-09,HM36,2.988,ELEC
2025-10-09,HM43,1.934,OPERATOR
2025-10-09,HM47,1.734,PLANNED_PM
2025-10-09,HM50,1.091,OPERATOR
2025-10-09,HM56,1.385,ELEC
2025-10-10,HM01,1.2,PLANNED_PM
2025-10-10,HM12,1.165,ELEC
2025-10-10,HM13,2.623,ELEC
2025-10-10,HM14,0.384,MECH
2025-10-10,HM16,0.918,OPERATOR
2025-10-10,HM20,0.847,PLANNED_PM
2025-10-10,HM25,0.278,MECH
2025-10-10,HM30,0.675,PLANNED_PM
2025-10-10,HM36,0.755,PLANNED_PM
2025-10-10,HM43,1.045,MATERIAL
2025-10-10,HM47,0.603,PLANNED_PM
2025-10-10,HM50,2.128,OPERATOR
2025-10-10,HM56,0.815,ELEC
2025-10-11,HM01,1.439,MATERIAL
2025-10-11,HM12,0.167,MATERIAL
2025-10-11,HM13,0.428,ELEC
2025-10-11,HM14,0.944,ELEC
2025-10-11,HM16,0.756,MATERIAL
2025-10-11,HM20,0.347,OPERATOR
2025-10-11,HM25,0.504,OPERATOR
2025-10-11,HM30,1.801,MECH
2025-10-11,HM36,1.334,PLANNED_PM
2025-10-11,HM43,1.168,MATERIAL
2025-10-11,HM47,0.405,ELEC
2025-10-11,HM50,0.748,PLANNED_PM
2025-10-11,HM56,5.728,MECH
2025-10-12,HM01,0.747,OPERATOR
2025-10-12,HM12,0.58,OPERATOR
2025-10-12,HM13,0.837,MATERIAL
2025-10-12,HM14,0.98,MECH
2025-10-12,HM16,1.462,MATERIAL
2025-10-12,HM20,1.635,OPERATOR
2025-10-12,HM25,0.88,MATERIAL
2025-10-12,HM30,0.444,MATERIAL
2025-10-12,HM36,0.666,MECH
2025-10-12,HM43,1.133,MECH
2025-10-12,HM47,0.994,OPERATOR
2025-10-12,HM50,0.568,PLANNED_PM
2025-10-12,HM56,0.96,ELEC
2025-10-13,HM01,0.382,PLANNED_PM
2025-10-13,HM12,0.796,OPERATOR
2025-10-13,HM13,0.737,MECH
2025-10-13,HM14,0.343,PLANNED_PM
2025-10-13,HM16,0.734,MECH
2025-10-13,HM20,1.111,ELEC
2025-10-13,HM25,0.293,ELEC
2025-10-13,HM30,1.381,MATERIAL
2025-10-13,HM36,0.239,MATERIAL
2025-10-13,HM43,0.666,OPERATOR
2025-10-13,HM47,1.18,ELEC
