date,line,hours_planned,hours_down,chg_hours,sanitation_hours,break_hours
2025-09-01,HM25,24.0,0.317,2.639,1.022,1.5
2025-09-01,HM30,24.0,2.024,2.606,0.443,1.5
2025-09-01,HM36,24.0,1.105,0.36,0.448,1.5
2025-09-01,HM43,24.0,0.437,1.548,0.717,1.5
2025-09-01,HM47,24.0,0.476,6.083,0.393,1.5
2025-09-01,HM50,24.0,0.996,0.683,0.339,1.5
2025-09-01,HM56,24.0,0.438,3.351,0.278,1.5
2025-09-02,HM01,24.0,0.227,3.342,0.512,1.5
2025-09-02,HM12,24.0,0.649,4.215,0.344,1.5
2025-09-02,HM13,24.0,0.648,0.822,0.282,1.5
2025-09-02,HM14,24.0,1.509,3.236,0.373,1.5
2025-09-02,HM16,24.0,1.131,0.956,0.496,1.5
2025-09-02,HM20,24.0,0.496,0.464,0.527,1.5
2025-09-02,HM25,24.0,0.869,3.253,0.474,1.5
2025-09-02,HM30,24.0,0.812,3.149,0.966,1.5
2025-09-02,HM36,24.0,0.524,2.665,1.08,1.5
2025-09-02,HM43,24.0,1.852,0.694,0.357,1.5
2025-09-02,HM47,24.0,0.961,1.378,0.472,1.5
2025-09-02,HM50,24.0,4.012,2.248,0.364,1.5
2025-09-02,HM56,24.0,0.922,0.858,0.666,1.5
2025-09-03,HM01,24.0,1.239,0.951,0.418,1.5
2025-09-03,HM12,24.0,0.409,0.681,0.631,1.5
2025-09-03,HM13,24.0,0.638,3.989,0.397,1.5
2025-09-03,HM14,24.0,0.917,0.858,0.634,1.5
2025-09-03,HM16,24.0,0.656,2.677,0.655,1.5
2025-09-03,HM20,24.0,0.683,4.115,1.054,1.5
2025-09-03,HM25,24.0,0.664,0.0,0.437,1.5
2025-09-03,HM30,24.0,0.795,0.784,0.49,1.5
2025-09-03,HM36,24.0,1.723,2.178,0.665,1.5
2025-09-03,HM43,24.0,1.163,0.467,0.498,1.5
2025-09-03,HM47,24.0,1.136,1.184,0.782,1.5
2025-09-03,HM50,24.0,0.982,1.931,0.313,1.5
2025-09-03,HM56,24.0,0.933,1.233,0.496,1.5
2025-09-04,HM01,24.0,0.608,2.393,0.322,1.5
2025-09-04,HM12,24.0,0.441,0.807,0.704,1.5
2025-09-04,HM13,24.0,0.746,1.568,1.008,1.5
2025-09-04,HM14,24.0,2.545,1.224,0.447,1.5
2025-09-04,HM16,24.0,0.559,2.09,0.392,1.5
2025-09-04,HM20,24.0,1.479,3.055,2.0,1.5
2025-09-04,HM25,24.0,2.195,1.702,0.492,1.5
2025-09-04,HM30,24.0,0.563,2.189,0.611,1.5
2025-09-04,HM36,24.0,0.397,1.693,0.578,1.5
2025-09-04,HM43,24.0,0.806,1.518,0.514,1.5
2025-09-04,HM47,24.0,0.477,1.789,0.574,1.5
2025-09-04,HM50,24.0,0.843,5.06,0.322,1.5
2025-09-04,HM56,24.0,0.492,0.436,0.445,1.5
2025-09-05,HM01,24.0,0.746,1.993,0.495,1.5
2025-09-05,HM12,24.0,6.14,2.084,0.784,1.5
2025-09-05,HM13,24.0,2.85,0.79,0.524,1.5
2025-09-05,HM14,24.0,1.411,7.2,0.542,1.5
2025-09-05,HM16,24.0,0.507,1.709,0.76,1.5
2025-09-05,HM20,24.0,0.565,0.668,0.784,1.5
2025-09-05,HM25,24.0,0.267,2.389,0.452,1.5
2025-09-05,HM30,24.0,0.832,5.565,0.357,1.5
2025-09-05,HM36,24.0,0.997,2.787,0.161,1.5
2025-09-05,HM43,24.0,0.811,5.923,0.594,1.5
2025-09-05,HM47,24.0,0.643,4.679,0.413,1.5
2025-09-05,HM50,24.0,0.769,0.0,0.337,1.5
2025-09-05,HM56,24.0,0.528,2.088,0.617,1.5
2025-09-06,HM01,24.0,0.257,1.313,0.728,1.0
2025-09-06,HM12,24.0,0.711,5.597,0.618,1.0
2025-09-06,HM13,24.0,1.399,1.714,0.376,1.0
2025-09-06,HM14,24.0,0.761,1.437,0.693,1.0
2025-09-06,HM16,24.0,1.46,1.566,0.37,1.0
2025-09-06,HM20,24.0,0.498,0.952,0.238,1.0
2025-09-06,HM25,24.0,0.676,1.978,0.388,1.0
2025-09-06,HM30,24.0,1.249,1.124,0.595,1.0
2025-09-06,HM36,24.0,0.619,0.709,0.397,1.0
2025-09-06,HM43,24.0,0.69,0.0,0.949,1.0
2025-09-06,HM47,24.0,2.637,7.2,0.377,1.0
2025-09-06,HM50,24.0,0.996,3.359,0.356,1.0
2025-09-06,HM56,24.0,0.676,3.241,0.262,1.0
2025-09-07,HM01,24.0,0.154,2.352,0.265,1.0
2025-09-07,HM12,24.0,1.153,1.222,0.381,1.0
2025-09-07,HM13,24.0,1.424,5.418,0.289,1.0
2025-09-07,HM14,24.0,1.932,2.762,0.392,1.0
2025-09-07,HM16,24.0,0.541,4.736,1.183,1.0
2025-09-07,HM20,24.0,2.172,0.653,0.324,1.0
2025-09-07,HM25,24.0,1.75,2.326,0.603,1.0
2025-09-07,HM30,24.0,0.294,1.443,0.701,1.0
2025-09-07,HM36,24.0,2.672,0.473,0.394,1.0
2025-09-07,HM43,24.0,1.812,3.336,0.744,1.0
2025-09-07,HM47,24.0,0.696,1.785,0.298,1.0
2025-09-07,HM50,24.0,0.869,2.716,0.306,1.0
2025-09-07,HM56,24.0,2.047,0.0,0.591,1.0
2025-09-08,HM01,24.0,6.305,0.795,0.742,1.5
2025-09-08,HM12,24.0,0.513,1.348,0.712,1.5
2025-09-08,HM13,24.0,1.673,2.533,0.552,1.5
2025-09-08,HM14,24.0,0.794,0.709,0.72,1.5
2025-09-08,HM16,24.0,1.419,0.178,0.782,1.5
2025-09-08,HM20,24.0,1.367,1.84,0.909,1.5
2025-09-08,HM25,24.0,1.081,1.135,0.657,1.5
2025-09-08,HM30,24.0,0.343,1.718,0.461,1.5
2025-09-08,HM36,24.0,0.326,2.576,0.599,1.5
2025-09-08,HM43,24.0,1.988,1.646,0.369,1.5
2025-09-08,HM47,24.0,0.755,0.904,0.365,1.5
2025-09-08,HM50,24.0,0.309,1.133,0.435,1.5
2025-09-08,HM56,24.0,0.543,2.013,0.399,1.5
2025-09-09,HM01,24.0,0.619,0.675,0.717,1.5
2025-09-09,HM12,24.0,0.773,1.613,0.796,1.5
2025-09-09,HM13,24.0,0.659,3.904,0.498,1.5
2025-09-09,HM14,24.0,0.492,0.875,0.488,1.5
2025-09-09,HM16,24.0,1.138,1.042,0.612,1.5
2025-09-09,HM20,24.0,0.902,2.991,0.396,1.5
2025-09-09,HM25,24.0,0.183,1.052,0.29,1.5
2025-09-09,HM30,24.0,0.51,0.459,0.405,1.5
2025-09-09,HM36,24.0,2.713,1.43,0.572,1.5
2025-09-09,HM43,24.0,1.39,2.223,0.165,1.5
2025-09-09,HM47,24.0,0.705,0.753,0.317,1.5
2025-09-09,HM50,24.0,7.155,0.668,0.462,1.5
2025-09-09,HM56,24.0,1.125,1.222,0.662,1.5
2025-09-10,HM01,24.0,0.715,0.635,0.528,1.5
2025-09-10,HM12,24.0,0.387,5.962,0.45,1.5
2025-09-10,HM13,24.0,1.878,2.106,0.519,1.5
2025-09-10,HM14,24.0,1.406,0.822,0.81,1.5
2025-09-10,HM16,24.0,4.42,5.746,0.37,1.5
2025-09-10,HM20,24.0,0.492,0.313,0.467,1.5
2025-09-10,HM25,24.0,0.76,1.829,1.164,1.5
2025-09-10,HM30,24.0,0.857,0.0,0.448,1.5
2025-09-10,HM36,24.0,7.045,2.287,0.535,1.5
2025-09-10,HM43,24.0,1.505,2.358,0.282,1.5
2025-09-10,HM47,24.0,0.486,7.2,1.187,1.5
2025-09-10,HM50,24.0,2.672,1.455,0.319,1.5
2025-09-10,HM56,24.0,0.79,0.791,0.223,1.5
2025-09-11,HM01,24.0,0.346,0.278,0.498,1.5
2025-09-11,HM12,24.0,2.345,4.017,0.481,1.5
2025-09-11,HM13,24.0,1.063,1.563,0.578,1.5
2025-09-11,HM14,24.0,1.38,0.73,0.446,1.5
2025-09-11,HM16,24.0,0.865,2.173,0.515,1.5
2025-09-11,HM20,24.0,0.474,0.167,0.668,1.5
2025-09-11,HM25,24.0,5.436,1.365,0.242,1.5
2025-09-11,HM30,24.0,4.818,0.364,0.415,1.5
2025-09-11,HM36,24.0,1.575,1.11,0.55,1.5
2025-09-11,HM43,24.0,0.719,2.029,0.521,1.5
2025-09-11,HM47,24.0,0.483,0.915,0.365,1.5
2025-09-11,HM50,24.0,1.075,0.313,0.294,1.5
2025-09-11,HM56,24.0,0.696,4.753,0.97,1.5
2025-09-12,HM01,24.0,1.395,1.865,0.694,1.5
2025-09-12,HM12,24.0,1.344,0.878,0.388,1.5
2025-09-12,HM13,24.0,0.205,1.085,0.626,1.5
2025-09-12,HM14,24.0,0.594,4.479,0.468,1.5
2025-09-12,HM16,24.0,3.746,0.254,0.657,1.5
2025-09-12,HM20,24.0,6.448,2.063,0.584,1.5
2025-09-12,HM25,24.0,0.534,1.472,0.646,1.5
2025-09-12,HM30,24.0,1.14,2.672,0.735,1.5
2025-09-12,HM36,24.0,0.332,1.277,0.663,1.5
2025-09-12,HM43,24.0,1.04,0.788,0.362,1.5
2025-09-12,HM47,24.0,0.708,2.606,0.495,1.5
2025-09-12,HM50,24.0,1.577,3.424,0.422,1.5
2025-09-12,HM56,24.0,4.303,1.841,0.618,1.5
2025-09-13,HM01,24.0,0.649,0.661,0.449,1.0
2025-09-13,HM12,24.0,1.256,3.254,0.622,1.0
2025-09-13,HM13,24.0,0.766,3.323,0.29,1.0
2025-09-13,HM14,24.0,0.455,1.379,0.486,1.0
2025-09-13,HM16,24.0,0.737,2.491,0.314,1.0
2025-09-13,HM20,24.0,2.645,2.377,0.813,1.0
2025-09-13,HM25,24.0,2.039,1.186,0.818,1.0
2025-09-13,HM30,24.0,0.764,1.042,0.491,1.0
2025-09-13,HM36,24.0,0.432,1.27,0.319,1.0
2025-09-13,HM43,24.0,4.838,1.678,0.665,1.0
2025-09-13,HM47,24.0,0.413,0.537,0.51,1.0
2025-09-13,HM50,24.0,5.229,0.334,0.499,1.0
2025-09-13,HM56,24.0,0.502,0.667,0.82,1.0
2025-09-14,HM01,24.0,4.778,0.878,0.916,1.0
2025-09-14,HM12,24.0,1.412,2.868,0.509,1.0
2025-09-14,HM13,24.0,1.059,1.257,0.699,1.0
2025-09-14,HM14,24.0,0.987,2.669,0.231,1.0
2025-09-14,HM16,24.0,0.489,0.0,0.44,1.0
2025-09-14,HM20,24.0,0.969,2.465,0.498,1.0
2025-09-14,HM25,24.0,0.781,1.661,0.57,1.0
2025-09-14,HM30,24.0,0.651,4.952,0.663,1.0
2025-09-14,HM36,24.0,1.138,1.029,0.644,1.0
2025-09-14,HM43,24.0,1.039,1.906,0.499,1.0
2025-09-14,HM47,24.0,0.83,1.71,0.404,1.0
2025-09-14,HM50,24.0,1.653,1.205,0.499,1.0
2025-09-14,HM56,24.0,0.236,0.498,0.711,1.0
2025-09-15,HM01,24.0,1.069,0.722,0.405,1.5
2025-09-15,HM12,24.0,0.675,3.53,0.409,1.5
2025-09-15,HM13,24.0,0.605,3.744,0.529,1.5
2025-09-15,HM14,24.0,0.812,1.546,0.469,1.5
2025-09-15,HM16,24.0,0.742,2.474,0.375,1.5
2025-09-15,HM20,24.0,2.076,0.433,0.316,1.5
2025-09-15,HM25,24.0,0.434,1.725,0.788,1.5
2025-09-15,HM30,24.0,3.444,2.093,0.558,1.5
2025-09-15,HM36,24.0,0.934,0.0,0.42,1.5
2025-09-15,HM43,24.0,1.527,3.002,0.964,1.5
2025-09-15,HM47,24.0,0.667,1.396,0.393,1.5
2025-09-15,HM50,24.0,0.871,1.424,0.185,1.5
2025-09-15,HM56,24.0,0.856,0.973,1.287,1.5
2025-09-16,HM01,24.0,0.687,1.312,0.737,1.5
2025-09-16,HM12,24.0,1.931,1.844,0.474,1.5
2025-09-16,HM13,24.0,1.652,2.434,0.546,1.5
2025-09-16,HM14,24.0,5.341,2.949,0.327,1.5
2025-09-16,HM16,24.0,1.945,2.306,0.642,1.5
2025-09-16,HM20,24.0,1.269,1.631,0.218,1.5
2025-09-16,HM25,24.0,0.864,1.757,0.46,1.5
2025-09-16,HM30,24.0,0.486,0.897,0.351,1.5
2025-09-16,HM36,24.0,0.898,0.335,0.307,1.5
2025-09-16,HM43,24.0,0.457,0.263,0.81,1.5
2025-09-16,HM47,24.0,1.404,1.576,0.454,1.5
2025-09-16,HM50,24.0,0.727,0.806,0.333,1.5
2025-09-16,HM56,24.0,1.165,5.024,0.383,1.5
2025-09-17,HM01,24.0,0.645,3.24,0.604,1.5
2025-09-17,HM12,24.0,0.773,2.346,0.331,1.5
2025-09-17,HM13,24.0,1.236,0.378,0.326,1.5
2025-09-17,HM14,24.0,1.179,2.157,0.381,1.5
2025-09-17,HM16,24.0,1.682,2.683,0.4,1.5
2025-09-17,HM20,24.0,1.64,3.982,0.315,1.5
2025-09-17,HM25,24.0,1.133,2.016,0.612,1.5
2025-09-17,HM30,24.0,1.001,1.168,0.902,1.5
2025-09-17,HM36,24.0,0.484,0.798,0.52,1.5
2025-09-17,HM43,24.0,0.56,0.423,0.645,1.5
2025-09-17,HM47,24.0,1.017,1.02,0.261,1.5
2025-09-17,HM50,24.0,0.567,0.585,0.576,1.5
2025-09-17,HM56,24.0,0.776,4.935,0.495,1.5
2025-09-18,HM01,24.0,1.322,2.903,0.435,1.5
2025-09-18,HM12,24.0,3.645,4.865,0.308,1.5
2025-09-18,HM13,24.0,1.618,1.436,0.468,1.5
2025-09-18,HM14,24.0,0.536,4.396,0.394,1.5
2025-09-18,HM16,24.0,1.011,2.26,0.507,1.5
2025-09-18,HM20,24.0,3.207,1.093,0.447,1.5
2025-09-18,HM25,24.0,0.284,1.927,0.47,1.5
2025-09-18,HM30,24.0,0.238,1.744,0.853,1.5
2025-09-18,HM36,24.0,0.681,0.713,0.856,1.5
2025-09-18,HM43,24.0,1.394,0.446,0.479,1.5
2025-09-18,HM47,24.0,2.401,1.772,0.326,1.5
2025-09-18,HM50,24.0,0.728,1.843,0.511,1.5
2025-09-18,HM56,24.0,0.702,0.561,0.307,1.5
2025-09-19,HM01,24.0,1.857,2.02,0.332,1.5
2025-09-19,HM12,24.0,0.775,1.16,0.453,1.5
2025-09-19,HM13,24.0,1.673,5.206,0.8,1.5
2025-09-19,HM14,24.0,0.586,1.458,0.567,1.5
2025-09-19,HM16,24.0,0.446,0.437,0.34,1.5
2025-09-19,HM20,24.0,1.357,0.308,0.624,1.5
2025-09-19,HM25,24.0,0.78,2.202,0.44,1.5
2025-09-19,HM30,24.0,0.88,1.777,0.435,1.5
2025-09-19,HM36,24.0,1.765,4.807,1.188,1.5
2025-09-19,HM43,24.0,0.958,2.282,0.276,1.5
2025-09-19,HM47,24.0,1.476,1.007,0.53,1.5
2025-09-19,HM50,24.0,1.197,0.901,0.529,1.5
2025-09-19,HM56,24.0,0.242,0.82,0.405,1.5
2025-09-20,HM01,24.0,0.679,1.277,0.657,1.0
2025-09-20,HM12,24.0,3.281,2.372,0.91,1.0
2025-09-20,HM13,24.0,0.404,1.306,1.516,1.0
2025-09-20,HM14,24.0,1.076,2.623,0.377,1.0
2025-09-20,HM16,24.0,4.363,1.414,0.632,1.0
2025-09-20,HM20,24.0,0.495,0.766,0.635,1.0
2025-09-20,HM25,24.0,0.86,1.345,0.585,1.0
2025-09-20,HM30,24.0,0.598,1.764,0.36,1.0
2025-09-20,HM36,24.0,0.894,0.797,0.277,1.0
2025-09-20,HM43,24.0,0.364,6.298,0.533,1.0
2025-09-20,HM47,24.0,1.503,3.656,0.468,1.0
2025-09-20,HM50,24.0,0.854,0.695,1.058,1.0
2025-09-20,HM56,24.0,1.408,0.86,0.399,1.0
2025-09-21,HM01,24.0,0.355,2.601,0.713,1.0
2025-09-21,HM12,24.0,5.778,2.524,0.192,1.0
2025-09-21,HM13,24.0,3.598,1.421,0.444,1.0
2025-09-21,HM14,24.0,0.394,3.93,0.336,1.0
2025-09-21,HM16,24.0,1.346,0.978,0.356,1.0
2025-09-21,HM20,24.0,0.398,0.0,1.247,1.0
2025-09-21,HM25,24.0,1.417,0.618,0.293,1.0
2025-09-21,HM30,24.0,0.731,1.022,0.52,1.0
2025-09-21,HM36,24.0,2.485,0.712,0.307,1.0
2025-09-21,HM43,24.0,1.795,1.437,0.479,1.0
2025-09-21,HM47,24.0,0.56,1.161,1.038,1.0
2025-09-21,HM50,24.0,0.491,2.105,1.253,1.0
2025-09-21,HM56,24.0,0.634,3.586,0.646,1.0
2025-09-22,HM01,24.0,0.598,1.274,0.615,1.5
2025-09-22,HM12,24.0,1.78,3.705,0.602,1.5
2025-09-22,HM13,24.0,1.106,1.442,0.349,1.5
2025-09-22,HM14,24.0,3.81,3.03,0.801,1.5
2025-09-22,HM16,24.0,0.361,2.141,0.79,1.5
2025-09-22,HM20,24.0,0.828,0.45,0.374,1.5
2025-09-22,HM25,24.0,0.764,1.745,0.411,1.5
2025-09-22,HM30,24.0,0.384,2.384,0.33,1.5
2025-09-22,HM36,24.0,0.239,1.758,0.191,1.5
2025-09-22,HM43,24.0,6.643,1.902,0.591,1.5
2025-09-22,HM47,24.0,0.668,4.657,0.277,1.5
2025-09-22,HM50,24.0,4.439,0.0,0.999,1.5
2025-09-22,HM56,24.0,0.731,1.766,0.532,1.5
2025-09-23,HM01,24.0,0.649,2.036,0.361,1.5
2025-09-23,HM12,24.0,0.837,0.0,0.588,1.5
2025-09-23,HM13,24.0,0.859,1.117,0.503,1.5
2025-09-23,HM14,24.0,1.414,0.697,0.216,1.5
2025-09-23,HM16,24.0,2.026,2.205,0.412,1.5
2025-09-23,HM20,24.0,0.578,0.764,0.256,1.5
2025-09-23,HM25,24.0,0.487,1.447,0.755,1.5
2025-09-23,HM30,24.0,1.047,0.481,0.332,1.5
2025-09-23,HM36,24.0,1.498,1.132,0.388,1.5
2025-09-23,HM43,24.0,1.438,3.76,0.958,1.5
2025-09-23,HM47,24.0,0.338,4.781,0.797,1.5
2025-09-23,HM50,24.0,0.723,0.583,0.484,1.5
2025-09-23,HM56,24.0,0.852,1.038,0.579,1.5
2025-09-24,HM01,24.0,5.824,2.044,1.134,1.5
2025-09-24,HM12,24.0,0.95,1.172,0.813,1.5
2025-09-24,HM13,24.0,0.262,2.021,0.456,1.5
2025-09-24,HM14,24.0,0.467,1.648,0.823,1.5
2025-09-24,HM16,24.0,0.614,1.64,0.454,1.5
2025-09-24,HM20,24.0,0.981,2.201,0.501,1.5
2025-09-24,HM25,24.0,2.314,2.632,0.379,1.5
2025-09-24,HM30,24.0,0.716,0.656,0.549,1.5
2025-09-24,HM36,24.0,0.832,0.39,0.607,1.5
2025-09-24,HM43,24.0,0.848,2.567,0.444,1.5
2025-09-24,HM47,24.0,6.541,2.548,0.403,1.5
2025-09-24,HM50,24.0,0.524,0.575,0.705,1.5
2025-09-24,HM56,24.0,0.535,3.954,0.601,1.5
2025-09-25,HM01,24.0,2.144,1.077,0.398,1.5
2025-09-25,HM12,24.0,1.276,1.35,0.577,1.5
2025-09-25,HM13,24.0,1.448,0.701,0.628,1.5
2025-09-25,HM14,24.0,0.819,0.0,0.359,1.5
2025-09-25,HM16,24.0,2.376,0.95,0.322,1.5
2025-09-25,HM20,24.0,0.319,1.327,0.411,1.5
2025-09-25,HM25,24.0,1.521,0.0,0.987,1.5
2025-09-25,HM30,24.0,1.293,2.085,0.42,1.5
2025-09-25,HM36,24.0,0.375,2.211,0.295,1.5
2025-09-25,HM43,24.0,2.821,3.93,0.482,1.5
2025-09-25,HM47,24.0,0.466,0.719,0.727,1.5
2025-09-25,HM50,24.0,0.643,1.392,0.944,1.5
2025-09-25,HM56,24.0,0.676,3.521,0.628,1.5
2025-09-26,HM01,24.0,0.472,1.296,0.305,1.5
2025-09-26,HM12,24.0,0.479,4.634,0.567,1.5
2025-09-26,HM13,24.0,0.301,3.068,0.598,1.5
2025-09-26,HM14,24.0,4.182,4.903,0.535,1.5
2025-09-26,HM16,24.0,1.241,1.184,0.741,1.5
2025-09-26,HM20,24.0,1.103,0.996,0.657,1.5
2025-09-26,HM25,24.0,1.109,0.922,0.602,1.5
2025-09-26,HM30,24.0,1.186,0.91,0.418,1.5
2025-09-26,HM36,24.0,0.431,0.0,0.535,1.5
2025-09-26,HM43,24.0,0.731,2.716,0.45,1.5
2025-09-26,HM47,24.0,0.387,1.364,0.552,1.5
2025-09-26,HM50,24.0,1.25,1.006,0.435,1.5
2025-09-26,HM56,24.0,0.74,0.878,0.417,1.5
2025-09-27,HM01,24.0,1.284,1.548,0.533,1.0
2025-09-27,HM12,24.0,0.756,0.618,0.272,1.0
2025-09-27,HM13,24.0,1.465,1.492,0.35,1.0
2025-09-27,HM14,24.0,0.28,0.405,0.337,1.0
2025-09-27,HM16,24.0,0.835,1.573,0.663,1.0
2025-09-27,HM20,24.0,0.551,0.708,0.429,1.0
2025-09-27,HM25,24.0,0.996,3.667,0.807,1.0
2025-09-27,HM30,24.0,0.826,0.486,0.816,1.0
2025-09-27,HM36,24.0,2.221,0.0,0.471,1.0
2025-09-27,HM43,24.0,0.541,2.186,0.358,1.0
2025-09-27,HM47,24.0,1.339,3.848,0.751,1.0
2025-09-27,HM50,24.0,2.008,0.838,0.902,1.0
2025-09-27,HM56,24.0,3.775,0.523,0.58,1.0
2025-09-28,HM01,24.0,1.24,1.456,0.457,1.0
2025-09-28,HM12,24.0,0.839,1.444,0.293,1.0
2025-09-28,HM13,24.0,1.337,1.74,0.516,1.0
2025-09-28,HM14,24.0,0.907,0.531,0.49,1.0
2025-09-28,HM16,24.0,0.636,1.151,0.504,1.0
2025-09-28,HM20,24.0,4.067,0.262,0.272,1.0
2025-09-28,HM25,24.0,1.04,4.903,0.444,1.0
2025-09-28,HM30,24.0,0.619,0.512,0.426,1.0
2025-09-28,HM36,24.0,0.839,7.016,0.627,1.0
2025-09-28,HM43,24.0,1.169,1.874,0.351,1.0
2025-09-28,HM47,24.0,0.605,0.0,0.45,1.0
2025-09-28,HM50,24.0,0.504,1.224,0.522,1.0
2025-09-28,HM56,24.0,0.634,0.883,0.704,1.0
2025-09-29,HM01,24.0,1.022,0.227,0.544,1.5
2025-09-29,HM12,24.0,0.825,1.579,0.409,1.5
2025-09-29,HM13,24.0,1.163,1.185,0.335,1.5
2025-09-29,HM14,24.0,0.608,4.429,0.542,1.5
2025-09-29,HM16,24.0,1.133,2.857,0.259,1.5
2025-09-29,HM20,24.0,1.096,1.679,0.72,1.5
2025-09-29,HM25,24.0,0.386,0.0,0.698,1.5
2025-09-29,HM30,24.0,0.449,1.024,0.337,1.5
2025-09-29,HM36,24.0,0.811,3.723,0.483,1.5
2025-09-29,HM43,24.0,0.314,1.786,0.734,1.5
2025-09-29,HM47,24.0,0.887,0.0,0.434,1.5
2025-09-29,HM50,24.0,0.535,2.711,0.483,1.5
2025-09-29,HM56,24.0,0.518,3.889,0.78,1.5
2025-09-30,HM01,24.0,1.516,2.367,0.442,1.5
2025-09-30,HM12,24.0,0.68,0.372,0.644,1.5
2025-09-30,HM13,24.0,0.791,7.2,0.473,1.5
2025-09-30,HM14,24.0,2.509,6.029,0.373,1.5
2025-09-30,HM16,24.0,1.179,3.586,0.681,1.5
2025-09-30,HM20,24.0,0.461,1.584,0.218,1.5
2025-09-30,HM25,24.0,1.081,4.414,0.679,1.5
2025-09-30,HM30,24.0,1.884,1.221,0.472,1.5
2025-09-30,HM36,24.0,0.83,1.535,0.713,1.5
2025-09-30,HM43,24.0,1.024,0.572,0.331,1.5
2025-09-30,HM47,24.0,0.563,2.947,0.743,1.5
2025-09-30,HM50,24.0,0.607,0.0,0.454,1.5
2025-09-30,HM56,24.0,0.623,0.0,0.759,1.5
2025-10-01,HM01,24.0,0.55,1.274,0.453,1.5
2025-10-01,HM12,24.0,0.944,0.965,0.538,1.5
2025-10-01,HM13,24.0,1.478,2.642,0.322,1.5
2025-10-01,HM14,24.0,0.737,0.0,0.941,1.5
2025-10-01,HM16,24.0,0.565,2.72,0.677,1.5
2025-10-01,HM20,24.0,0.494,0.337,1.149,1.5
2025-10-01,HM25,24.0,1.634,0.927,0.283,1.5
2025-10-01,HM30,24.0,1.321,0.502,0.663,1.5
2025-10-01,HM36,24.0,0.915,1.679,0.353,1.5
2025-10-01,HM43,24.0,0.916,1.419,0.602,1.5
2025-10-01,HM47,24.0,0.396,0.48,0.676,1.5
2025-10-01,HM50,24.0,0.448,1.47,0.651,1.5
2025-10-01,HM56,24.0,6.755,1.485,0.489,1.5
2025-10-02,HM01,24.0,2.165,2.808,0.561,1.5
2025-10-02,HM12,24.0,0.765,1.795,0.55,1.5
2025-10-02,HM13,24.0,0.83,2.859,0.392,1.5
2025-10-02,HM14,24.0,0.889,1.243,0.256,1.5
2025-10-02,HM16,24.0,1.889,1.979,0.386,1.5
2025-10-02,HM20,24.0,0.428,1.39,0.291,1.5
2025-10-02,HM25,24.0,0.988,0.613,0.447,1.5
2025-10-02,HM30,24.0,0.605,1.406,0.286,1.5
2025-10-02,HM36,24.0,0.784,0.35,0.299,1.5
2025-10-02,HM43,24.0,2.803,2.721,0.491,1.5
2025-10-02,HM47,24.0,0.564,1.97,0.404,1.5
2025-10-02,HM50,24.0,0.681,3.427,1.019,1.5
2025-10-02,HM56,24.0,0.476,7.173,0.601,1.5
2025-10-03,HM01,24.0,1.165,0.0,0.395,1.5
2025-10-03,HM12,24.0,1.336,0.575,0.558,1.5
2025-10-03,HM13,24.0,2.138,1.171,0.905,1.5
2025-10-03,HM14,24.0,0.661,0.881,0.717,1.5
2025-10-03,HM16,24.0,0.413,2.199,0.38,1.5
2025-10-03,HM20,24.0,0.633,2.539,0.726,1.5
2025-10-03,HM25,24.0,1.1,0.896,0.548,1.5
2025-10-03,HM30,24.0,0.839,1.074,0.829,1.5
2025-10-03,HM36,24.0,0.831,0.785,0.521,1.5
2025-10-03,HM43,24.0,1.742,0.659,0.523,1.5
2025-10-03,HM47,24.0,1.43,1.703,0.376,1.5
2025-10-03,HM50,24.0,0.573,0.714,0.659,1.5
2025-10-03,HM56,24.0,0.99,1.197,0.404,1.5
2025-10-04,HM01,24.0,0.728,2.683,0.35,1.0
2025-10-04,HM12,24.0,0.54,6.187,0.364,1.0
2025-10-04,HM13,24.0,1.048,3.35,0.963,1.0
2025-10-04,HM14,24.0,1.511,1.946,0.286,1.0
2025-10-04,HM16,24.0,6.299,4.373,1.045,1.0
2025-10-04,HM20,24.0,0.922,0.751,0.439,1.0
2025-10-04,HM25,24.0,0.375,0.575,0.379,1.0
2025-10-04,HM30,24.0,0.587,0.457,0.31,1.0
2025-10-04,HM36,24.0,0.591,0.571,0.457,1.0
2025-10-04,HM43,24.0,0.813,1.798,0.394,1.0
2025-10-04,HM47,24.0,1.281,1.319,0.567,1.0
2025-10-04,HM50,24.0,0.415,0.663,0.691,1.0
2025-10-04,HM56,24.0,0.645,1.52,0.776,1.0
2025-10-05,HM01,24.0,0.508,1.187,0.754,1.0
2025-10-05,HM12,24.0,1.24,2.032,0.395,1.0
2025-10-05,HM13,24.0,0.911,3.67,0.74,1.0
2025-10-05,HM14,24.0,1.036,2.118,0.6,1.0
2025-10-05,HM16,24.0,0.747,4.0,0.453,1.0
2025-10-05,HM20,24.0,0.362,3.683,0.719,1.0
2025-10-05,HM25,24.0,0.413,1.139,0.846,1.0
2025-10-05,HM30,24.0,7.085,2.301,0.248,1.0
2025-10-05,HM36,24.0,1.113,1.456,0.581,1.0
2025-10-05,HM43,24.0,1.03,1.011,0.551,1.0
2025-10-05,HM47,24.0,0.565,0.245,0.594,1.0
2025-10-05,HM50,24.0,1.144,0.571,0.215,1.0
2025-10-05,HM56,24.0,0.972,0.885,1.181,1.0
2025-10-06,HM01,24.0,0.566,1.0,0.241,1.5
